Age in 5-year groups ,Region,Religion,Ethnicity,Education in single years,Number of household members,Educational attainment,Frequency of reading newspaper or magazine,Frequency of listening to radio,Frequency of watching television,Literacy,Ever participated in a literacy program,Use of internet,Frequency of using internet last month,Owns a mobile telephone,Wealth index factor score for urban/rural,Wealth index for urban/rural,Wealth index factor score combined (5 decimals)
4.0,1.0,5.0,3.0,9.0,2.0,3.0,0.0,2.0,2.0,2.0,,0.0,0.0,1.0,9692.0,3.0,-44671.0
5.0,1.0,5.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-18022.0,3.0,-68827.0
3.0,1.0,5.0,3.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,12876.0,3.0,-41895.0
3.0,1.0,5.0,3.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,12876.0,3.0,-41895.0
5.0,1.0,5.0,3.0,6.0,6.0,3.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,-92700.0,1.0,-133918.0
4.0,1.0,5.0,2.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,82550.0,4.0,18834.0
4.0,1.0,5.0,2.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,82550.0,4.0,18834.0
3.0,1.0,5.0,1.0,8.0,5.0,3.0,0.0,1.0,2.0,0.0,,0.0,0.0,1.0,147296.0,5.0,75268.0
3.0,1.0,5.0,1.0,8.0,5.0,3.0,0.0,1.0,2.0,0.0,,0.0,0.0,1.0,147296.0,5.0,75268.0
5.0,1.0,5.0,3.0,16.0,3.0,5.0,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,259498.0,5.0,173067.0
5.0,1.0,6.0,1.0,12.0,7.0,4.0,0.0,2.0,2.0,2.0,,2.0,0.0,1.0,284386.0,5.0,194761.0
5.0,1.0,6.0,1.0,12.0,7.0,4.0,0.0,2.0,2.0,2.0,,2.0,0.0,1.0,284386.0,5.0,194761.0
4.0,1.0,1.0,1.0,9.0,6.0,3.0,0.0,0.0,2.0,1.0,,1.0,2.0,1.0,142438.0,5.0,71034.0
2.0,1.0,5.0,1.0,9.0,3.0,3.0,0.0,2.0,2.0,1.0,,0.0,0.0,1.0,136941.0,5.0,66243.0
3.0,1.0,5.0,3.0,9.0,3.0,3.0,0.0,2.0,2.0,1.0,,0.0,0.0,1.0,159343.0,5.0,85769.0
4.0,1.0,4.0,6.0,9.0,4.0,3.0,0.0,1.0,2.0,1.0,,0.0,0.0,0.0,126243.0,5.0,56918.0
4.0,1.0,4.0,6.0,9.0,4.0,3.0,0.0,1.0,2.0,1.0,,0.0,0.0,0.0,126243.0,5.0,56918.0
2.0,1.0,4.0,1.0,9.0,2.0,3.0,0.0,0.0,2.0,2.0,,1.0,2.0,1.0,150783.0,5.0,78308.0
3.0,1.0,5.0,1.0,9.0,2.0,3.0,0.0,2.0,2.0,1.0,,1.0,2.0,1.0,1495.0,3.0,56371.0
3.0,1.0,5.0,1.0,9.0,2.0,3.0,0.0,2.0,2.0,1.0,,1.0,2.0,1.0,1495.0,3.0,56371.0
2.0,1.0,5.0,1.0,9.0,2.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,104119.0,4.0,137390.0
5.0,1.0,5.0,1.0,6.0,6.0,2.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,114548.0,5.0,145623.0
3.0,1.0,5.0,1.0,13.0,5.0,4.0,1.0,1.0,2.0,2.0,,1.0,3.0,1.0,82969.0,4.0,120692.0
5.0,1.0,5.0,1.0,9.0,7.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,179158.0,5.0,196631.0
3.0,1.0,5.0,1.0,9.0,3.0,3.0,0.0,2.0,0.0,0.0,,2.0,0.0,1.0,-23911.0,2.0,36313.0
3.0,1.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,1.0,87672.0,4.0,124405.0
3.0,1.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,1.0,87672.0,4.0,124405.0
2.0,1.0,5.0,1.0,7.0,5.0,3.0,0.0,2.0,2.0,0.0,,1.0,3.0,1.0,-71336.0,1.0,-1127.0
2.0,1.0,5.0,1.0,7.0,5.0,3.0,0.0,2.0,2.0,0.0,,1.0,3.0,1.0,-71336.0,1.0,-1127.0
5.0,1.0,5.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,-117602.0,1.0,-37653.0
2.0,1.0,5.0,1.0,10.0,6.0,3.0,0.0,0.0,2.0,1.0,,2.0,0.0,1.0,-4327.0,3.0,51774.0
7.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,-136910.0,1.0,-52896.0
7.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,-136910.0,1.0,-52896.0
6.0,1.0,5.0,5.0,6.0,3.0,2.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-22484.0,2.0,37440.0
4.0,1.0,5.0,1.0,11.0,4.0,3.0,0.0,1.0,1.0,2.0,,1.0,0.0,1.0,46316.0,4.0,91756.0
4.0,1.0,5.0,1.0,11.0,4.0,3.0,0.0,1.0,1.0,2.0,,1.0,0.0,1.0,46316.0,4.0,91756.0
4.0,1.0,5.0,1.0,15.0,4.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,166684.0,5.0,92168.0
4.0,1.0,5.0,1.0,9.0,3.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,236006.0,5.0,152591.0
6.0,1.0,5.0,1.0,9.0,8.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,157808.0,5.0,84432.0
1.0,1.0,5.0,1.0,10.0,8.0,3.0,0.0,2.0,2.0,2.0,,1.0,1.0,1.0,157808.0,5.0,84432.0
5.0,1.0,3.0,1.0,9.0,10.0,3.0,1.0,1.0,1.0,2.0,,0.0,0.0,1.0,109010.0,5.0,41897.0
5.0,1.0,3.0,1.0,9.0,10.0,3.0,1.0,1.0,1.0,2.0,,0.0,0.0,1.0,109010.0,5.0,41897.0
5.0,1.0,3.0,1.0,9.0,10.0,3.0,1.0,1.0,1.0,2.0,,0.0,0.0,1.0,109010.0,5.0,41897.0
4.0,1.0,5.0,1.0,13.0,5.0,4.0,0.0,2.0,2.0,2.0,,2.0,0.0,1.0,202665.0,5.0,123530.0
4.0,1.0,5.0,1.0,13.0,5.0,4.0,0.0,2.0,2.0,2.0,,2.0,0.0,1.0,202665.0,5.0,123530.0
2.0,1.0,5.0,1.0,8.0,4.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,47581.0,4.0,-11646.0
2.0,1.0,5.0,1.0,8.0,4.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,47581.0,4.0,-11646.0
3.0,1.0,5.0,1.0,9.0,4.0,3.0,1.0,2.0,2.0,1.0,,1.0,0.0,1.0,65368.0,4.0,3858.0
3.0,1.0,5.0,1.0,9.0,4.0,3.0,1.0,2.0,2.0,1.0,,1.0,0.0,1.0,65368.0,4.0,3858.0
5.0,1.0,5.0,3.0,0.0,10.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,1.0,1847.0,3.0,-51509.0
5.0,1.0,5.0,3.0,0.0,10.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,1.0,1847.0,3.0,-51509.0
5.0,1.0,5.0,1.0,10.0,7.0,3.0,1.0,2.0,2.0,2.0,,0.0,0.0,1.0,135386.0,5.0,64887.0
5.0,1.0,5.0,1.0,10.0,7.0,3.0,1.0,2.0,2.0,2.0,,0.0,0.0,1.0,135386.0,5.0,64887.0
3.0,1.0,5.0,3.0,9.0,3.0,3.0,1.0,0.0,2.0,2.0,,1.0,2.0,1.0,132025.0,5.0,159420.0
5.0,1.0,3.0,3.0,14.0,1.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,158627.0,5.0,180422.0
5.0,1.0,3.0,3.0,14.0,1.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,158627.0,5.0,180422.0
2.0,1.0,5.0,1.0,12.0,3.0,4.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,65096.0,4.0,106582.0
4.0,1.0,5.0,1.0,13.0,7.0,4.0,0.0,1.0,2.0,2.0,,1.0,2.0,1.0,130212.0,5.0,157989.0
3.0,1.0,5.0,4.0,16.0,4.0,5.0,1.0,2.0,1.0,2.0,,1.0,3.0,1.0,151673.0,5.0,174932.0
3.0,1.0,5.0,4.0,16.0,4.0,5.0,1.0,2.0,1.0,2.0,,1.0,3.0,1.0,151673.0,5.0,174932.0
3.0,1.0,5.0,1.0,9.0,2.0,3.0,0.0,2.0,0.0,1.0,,1.0,0.0,1.0,-42545.0,2.0,21602.0
4.0,1.0,6.0,1.0,15.0,3.0,5.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,232654.0,5.0,238864.0
4.0,1.0,6.0,1.0,15.0,3.0,5.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,232654.0,5.0,238864.0
3.0,1.0,4.0,1.0,12.0,5.0,4.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,160753.0,5.0,182100.0
4.0,1.0,5.0,1.0,12.0,4.0,4.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,129552.0,5.0,157468.0
4.0,1.0,5.0,1.0,12.0,4.0,4.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,129552.0,5.0,157468.0
3.0,1.0,5.0,1.0,9.0,2.0,3.0,1.0,1.0,2.0,2.0,,1.0,3.0,1.0,-68568.0,1.0,1058.0
4.0,1.0,3.0,1.0,12.0,5.0,4.0,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,140695.0,5.0,166265.0
2.0,1.0,7.0,5.0,12.0,3.0,4.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,12623.0,3.0,65156.0
5.0,1.0,5.0,1.0,23.0,6.0,5.0,2.0,2.0,2.0,2.0,,1.0,3.0,1.0,163920.0,5.0,184600.0
5.0,1.0,5.0,1.0,9.0,5.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,50825.0,4.0,95315.0
5.0,1.0,1.0,1.0,9.0,4.0,3.0,0.0,2.0,2.0,2.0,,2.0,0.0,1.0,-88857.0,1.0,-14960.0
3.0,1.0,3.0,1.0,12.0,4.0,4.0,0.0,1.0,2.0,2.0,,1.0,2.0,1.0,66204.0,4.0,107456.0
3.0,1.0,3.0,1.0,12.0,4.0,4.0,0.0,1.0,2.0,2.0,,1.0,2.0,1.0,66204.0,4.0,107456.0
4.0,1.0,5.0,4.0,6.0,3.0,2.0,0.0,2.0,2.0,0.0,,1.0,3.0,1.0,157138.0,5.0,179246.0
2.0,1.0,5.0,1.0,9.0,3.0,3.0,0.0,2.0,0.0,1.0,,2.0,0.0,1.0,-41725.0,2.0,22250.0
3.0,1.0,5.0,5.0,17.0,2.0,5.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,12544.0,3.0,65093.0
2.0,1.0,5.0,1.0,9.0,3.0,3.0,1.0,0.0,2.0,1.0,,1.0,3.0,1.0,81362.0,4.0,119423.0
2.0,1.0,5.0,1.0,9.0,3.0,3.0,1.0,0.0,2.0,1.0,,1.0,3.0,1.0,81362.0,4.0,119423.0
4.0,1.0,5.0,1.0,12.0,6.0,4.0,0.0,2.0,2.0,2.0,,2.0,0.0,0.0,35083.0,3.0,82888.0
4.0,1.0,5.0,1.0,12.0,6.0,4.0,0.0,2.0,2.0,2.0,,2.0,0.0,0.0,35083.0,3.0,82888.0
4.0,1.0,5.0,3.0,8.0,3.0,3.0,0.0,2.0,0.0,1.0,,2.0,0.0,1.0,14026.0,3.0,66264.0
2.0,1.0,5.0,1.0,9.0,4.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,97715.0,4.0,132333.0
4.0,1.0,5.0,3.0,13.0,8.0,4.0,1.0,2.0,2.0,2.0,,1.0,3.0,1.0,214256.0,5.0,133633.0
2.0,1.0,5.0,5.0,9.0,8.0,3.0,1.0,2.0,2.0,1.0,,1.0,3.0,1.0,214256.0,5.0,133633.0
2.0,1.0,5.0,1.0,9.0,3.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,242706.0,5.0,158430.0
4.0,1.0,5.0,1.0,12.0,3.0,4.0,1.0,2.0,2.0,2.0,,1.0,3.0,1.0,198939.0,5.0,120283.0
3.0,1.0,5.0,1.0,14.0,2.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,240226.0,5.0,156269.0
4.0,1.0,5.0,5.0,13.0,5.0,4.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,253210.0,5.0,167587.0
4.0,1.0,5.0,5.0,13.0,5.0,4.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,253210.0,5.0,167587.0
4.0,1.0,5.0,1.0,17.0,6.0,5.0,2.0,2.0,2.0,2.0,,1.0,3.0,1.0,235962.0,5.0,152552.0
4.0,1.0,5.0,1.0,17.0,6.0,5.0,2.0,2.0,2.0,2.0,,1.0,3.0,1.0,235962.0,5.0,152552.0
5.0,1.0,6.0,1.0,16.0,6.0,5.0,1.0,1.0,2.0,2.0,,1.0,3.0,1.0,206707.0,5.0,127053.0
3.0,1.0,7.0,1.0,12.0,4.0,4.0,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,213821.0,5.0,133253.0
3.0,1.0,7.0,1.0,12.0,4.0,4.0,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,213821.0,5.0,133253.0
5.0,1.0,7.0,1.0,9.0,7.0,3.0,0.0,2.0,2.0,2.0,,2.0,0.0,1.0,210098.0,5.0,130009.0
5.0,1.0,7.0,1.0,9.0,8.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,275021.0,5.0,186597.0
5.0,1.0,7.0,1.0,12.0,5.0,4.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,153747.0,5.0,80892.0
2.0,1.0,7.0,1.0,9.0,5.0,3.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,163097.0,5.0,89042.0
2.0,1.0,7.0,1.0,9.0,5.0,3.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,163097.0,5.0,89042.0
3.0,1.0,7.0,1.0,9.0,6.0,3.0,0.0,2.0,2.0,1.0,,1.0,0.0,1.0,260385.0,5.0,173840.0
2.0,1.0,5.0,4.0,9.0,4.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,43050.0,3.0,89177.0
2.0,1.0,5.0,4.0,9.0,4.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,43050.0,3.0,89177.0
5.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,37199.0,3.0,84558.0
5.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,37199.0,3.0,84558.0
4.0,1.0,7.0,5.0,5.0,6.0,1.0,0.0,1.0,1.0,0.0,,1.0,2.0,1.0,-37871.0,2.0,25293.0
4.0,1.0,7.0,5.0,5.0,6.0,1.0,0.0,1.0,1.0,0.0,,1.0,2.0,1.0,-37871.0,2.0,25293.0
5.0,1.0,5.0,1.0,7.0,4.0,3.0,0.0,2.0,1.0,0.0,,0.0,0.0,1.0,-144521.0,1.0,-58904.0
5.0,1.0,5.0,1.0,7.0,4.0,3.0,0.0,2.0,1.0,0.0,,0.0,0.0,1.0,-144521.0,1.0,-58904.0
6.0,1.0,5.0,1.0,6.0,7.0,2.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,117285.0,5.0,147783.0
6.0,1.0,5.0,1.0,6.0,7.0,2.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,117285.0,5.0,147783.0
6.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,1.0,44635.0,3.0,90428.0
3.0,1.0,5.0,1.0,11.0,5.0,3.0,0.0,2.0,2.0,1.0,,0.0,0.0,0.0,-11171.0,2.0,46371.0
4.0,1.0,6.0,1.0,12.0,4.0,4.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,52286.0,4.0,96469.0
4.0,1.0,6.0,1.0,12.0,4.0,4.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,52286.0,4.0,96469.0
3.0,1.0,5.0,4.0,9.0,4.0,3.0,0.0,2.0,0.0,0.0,,1.0,3.0,1.0,-68249.0,2.0,-112607.0
3.0,1.0,5.0,1.0,8.0,3.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,-56305.0,2.0,-102196.0
4.0,1.0,6.0,1.0,3.0,7.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,-75718.0,2.0,-119116.0
2.0,1.0,3.0,1.0,9.0,3.0,3.0,0.0,2.0,0.0,1.0,,0.0,0.0,0.0,-89687.0,1.0,-131293.0
1.0,1.0,6.0,1.0,7.0,6.0,3.0,0.0,2.0,0.0,1.0,,2.0,0.0,0.0,-7088.0,3.0,-59296.0
6.0,1.0,5.0,4.0,8.0,9.0,3.0,0.0,2.0,0.0,0.0,,2.0,0.0,1.0,-58281.0,2.0,-103918.0
6.0,1.0,5.0,4.0,8.0,9.0,3.0,0.0,2.0,0.0,0.0,,2.0,0.0,1.0,-58281.0,2.0,-103918.0
5.0,1.0,1.0,7.0,7.0,6.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-148683.0,1.0,-182715.0
4.0,1.0,95.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-106120.0,1.0,-145616.0
4.0,1.0,1.0,7.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-130106.0,1.0,-166523.0
4.0,1.0,1.0,7.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-130106.0,1.0,-166523.0
4.0,1.0,1.0,7.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-130106.0,1.0,-166523.0
3.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-129797.0,1.0,-166254.0
3.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-129797.0,1.0,-166254.0
3.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-129797.0,1.0,-166254.0
6.0,1.0,5.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-127811.0,1.0,-164523.0
4.0,1.0,95.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-115291.0,1.0,-153610.0
4.0,1.0,95.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-115291.0,1.0,-153610.0
2.0,1.0,5.0,1.0,9.0,2.0,3.0,1.0,2.0,2.0,2.0,,2.0,0.0,1.0,43480.0,3.0,89517.0
4.0,1.0,7.0,7.0,7.0,12.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-7199.0,2.0,49507.0
4.0,1.0,7.0,7.0,7.0,12.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-7199.0,2.0,49507.0
4.0,1.0,7.0,7.0,7.0,12.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-7199.0,2.0,49507.0
3.0,1.0,5.0,3.0,9.0,4.0,3.0,0.0,2.0,2.0,0.0,,1.0,3.0,1.0,40635.0,3.0,87270.0
5.0,1.0,5.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-5747.0,2.0,50654.0
2.0,1.0,7.0,6.0,12.0,7.0,4.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,29793.0,3.0,78711.0
3.0,1.0,5.0,1.0,12.0,3.0,4.0,0.0,1.0,2.0,2.0,,1.0,1.0,1.0,115485.0,5.0,146363.0
3.0,1.0,5.0,1.0,8.0,3.0,3.0,0.0,1.0,2.0,0.0,,1.0,2.0,1.0,-12578.0,2.0,45261.0
6.0,1.0,5.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-21053.0,2.0,38569.0
5.0,1.0,6.0,1.0,0.0,8.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.0,-50550.0,2.0,15283.0
5.0,1.0,6.0,1.0,0.0,8.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.0,-50550.0,2.0,15283.0
4.0,1.0,5.0,1.0,9.0,5.0,3.0,0.0,0.0,2.0,1.0,,1.0,3.0,1.0,170460.0,5.0,189763.0
3.0,1.0,5.0,1.0,8.0,3.0,3.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,120557.0,5.0,150367.0
4.0,1.0,5.0,3.0,7.0,4.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-25075.0,2.0,35395.0
5.0,1.0,4.0,1.0,6.0,7.0,2.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-32239.0,2.0,29739.0
5.0,1.0,4.0,1.0,6.0,7.0,2.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-32239.0,2.0,29739.0
4.0,1.0,5.0,1.0,8.0,5.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,58192.0,4.0,101131.0
4.0,1.0,5.0,1.0,8.0,5.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,58192.0,4.0,101131.0
3.0,1.0,5.0,5.0,9.0,4.0,3.0,0.0,2.0,2.0,0.0,,1.0,2.0,1.0,12882.0,3.0,65361.0
4.0,1.0,5.0,1.0,9.0,5.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,41851.0,3.0,88231.0
5.0,1.0,1.0,1.0,17.0,3.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,177601.0,5.0,195401.0
1.0,1.0,3.0,3.0,6.0,5.0,2.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-38561.0,2.0,24748.0
1.0,1.0,3.0,3.0,6.0,5.0,2.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-38561.0,2.0,24748.0
1.0,1.0,3.0,3.0,6.0,5.0,2.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-38561.0,2.0,24748.0
3.0,1.0,5.0,1.0,9.0,3.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,26191.0,3.0,75867.0
5.0,1.0,5.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,-113446.0,1.0,-152001.0
3.0,1.0,5.0,3.0,9.0,5.0,3.0,0.0,2.0,0.0,1.0,,0.0,0.0,1.0,-81820.0,2.0,-124436.0
4.0,1.0,5.0,5.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-69098.0,2.0,-113347.0
4.0,1.0,5.0,5.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-69098.0,2.0,-113347.0
4.0,1.0,1.0,5.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,1.0,-52693.0,2.0,-99047.0
5.0,1.0,6.0,1.0,9.0,3.0,3.0,0.0,1.0,1.0,0.0,,1.0,2.0,1.0,-51925.0,2.0,-98378.0
4.0,1.0,5.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,-63938.0,2.0,-108849.0
6.0,1.0,5.0,3.0,9.0,7.0,3.0,0.0,2.0,0.0,1.0,,0.0,0.0,1.0,-61124.0,2.0,-106396.0
2.0,1.0,5.0,5.0,8.0,6.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,-30506.0,2.0,-79709.0
2.0,1.0,5.0,5.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-83160.0,2.0,-125603.0
2.0,1.0,5.0,5.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-83160.0,2.0,-125603.0
6.0,1.0,5.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-53942.0,2.0,-100137.0
6.0,1.0,5.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-53942.0,2.0,-100137.0
4.0,1.0,5.0,1.0,6.0,5.0,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,-57460.0,2.0,-103202.0
4.0,1.0,5.0,1.0,6.0,5.0,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,-57460.0,2.0,-103202.0
2.0,1.0,5.0,4.0,9.0,3.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,126002.0,5.0,56708.0
2.0,1.0,5.0,4.0,9.0,3.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,126002.0,5.0,56708.0
5.0,1.0,4.0,5.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,,1.0,1.0,1.0,99178.0,5.0,33327.0
4.0,1.0,6.0,1.0,6.0,6.0,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,126759.0,5.0,57368.0
4.0,1.0,6.0,1.0,6.0,6.0,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,126759.0,5.0,57368.0
4.0,1.0,6.0,1.0,6.0,6.0,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,126759.0,5.0,57368.0
2.0,1.0,7.0,5.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,115964.0,5.0,47959.0
2.0,1.0,3.0,1.0,12.0,3.0,4.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,235053.0,5.0,151761.0
3.0,1.0,3.0,1.0,12.0,2.0,4.0,1.0,1.0,2.0,2.0,,1.0,3.0,1.0,140284.0,5.0,69157.0
2.0,1.0,3.0,3.0,12.0,4.0,4.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,102705.0,5.0,36402.0
2.0,1.0,4.0,5.0,9.0,3.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,19960.0,3.0,-35721.0
5.0,1.0,5.0,1.0,9.0,8.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,36652.0,4.0,-21172.0
5.0,1.0,5.0,1.0,9.0,8.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,36652.0,4.0,-21172.0
5.0,1.0,5.0,1.0,9.0,4.0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-62501.0,2.0,-107596.0
6.0,1.0,7.0,1.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,85475.0,4.0,21384.0
3.0,1.0,1.0,1.0,9.0,3.0,3.0,0.0,0.0,1.0,2.0,,1.0,2.0,1.0,24547.0,4.0,-31723.0
4.0,1.0,1.0,4.0,17.0,4.0,5.0,0.0,2.0,1.0,2.0,,1.0,3.0,1.0,196450.0,5.0,118113.0
4.0,1.0,1.0,4.0,17.0,4.0,5.0,0.0,2.0,1.0,2.0,,1.0,3.0,1.0,196450.0,5.0,118113.0
4.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-40412.0,2.0,-88343.0
